ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
19006,male,group C,high school,free/reduced,none,61,63,57,married,sometimes,school_bus,5 - 10
19007,male,group B,associate's degree,free/reduced,completed,46,41,42,single,regularly,school_bus,5 - 10
19008,female,group C,high school,free/reduced,none,47,44,52,single,regularly,school_bus,5 - 10
19009,female,group D,some college,standard,none,85,91,87,married,regularly,school_bus,5 - 10
19010,male,group E,bachelor's degree,free/reduced,completed,55,47,50,single,sometimes,school_bus,5 - 10
19011,female,group E,high school,free/reduced,none,60,57,51,married,sometimes,private,< 5
19012,male,group C,high school,standard,none,59,57,57,divorced,regularly,walking,5 - 10
19013,male,group D,associate's degree,standard,none,93,88,90,married,sometimes,private,< 5
19014,male,group D,some high school,free/reduced,none,54,51,52,married,sometimes,school_bus,5 - 10
19015,male,group B,some college,free/reduced,completed,73,73,70,married,sometimes,school_bus,5 - 10
19016,male,group C,associate's degree,free/reduced,completed,77,70,74,divorced,regularly,school_bus,> 10
19017,male,group A,high school,standard,completed,80,66,67,single,regularly,school_bus,< 5
19018,female,group E,associate's degree,standard,none,80,86,85,divorced,sometimes,school_bus,< 5
19019,male,group A,some high school,standard,none,39,42,34,married,regularly,school_bus,5 - 10
19020,female,group D,associate's degree,free/reduced,completed,59,63,68,married,regularly,private,> 10
19021,male,group B,some college,standard,completed,90,85,83,married,sometimes,private,> 10
19022,male,group C,high school,free/reduced,completed,72,74,71,married,sometimes,private,5 - 10
19023,male,group B,high school,standard,completed,53,44,53,married,sometimes,school_bus,5 - 10
19024,female,group B,associate's degree,standard,none,51,48,53,single,never,school_bus,< 5
19025,female,group D,some college,standard,none,84,97,100,divorced,never,school_bus,< 5
19026,male,group C,some high school,free/reduced,completed,65,59,59,married,never,school_bus,5 - 10
19027,female,group A,associate's degree,standard,none,59,63,63,single,sometimes,school_bus,< 5
19028,female,group D,some college,standard,none,53,67,67,single,sometimes,walking,5 - 10
19029,male,group D,associate's degree,standard,completed,83,82,91,married,sometimes,private,5 - 10
19030,male,group C,master's degree,free/reduced,completed,66,64,69,married,regularly,private,< 5
19031,male,group D,associate's degree,standard,none,87,85,83,married,sometimes,private,5 - 10
19032,female,group D,some high school,free/reduced,completed,65,73,81,single,regularly,school_bus,> 10
19033,male,group C,some high school,standard,none,68,71,62,divorced,sometimes,private,> 10
19034,female,group C,high school,free/reduced,completed,70,93,97,married,sometimes,private,5 - 10
19035,female,group D,bachelor's degree,standard,completed,86,99,100,single,sometimes,school_bus,5 - 10
19036,female,group D,high school,free/reduced,none,40,53,57,married,regularly,private,< 5
19037,male,group C,some college,free/reduced,completed,59,71,65,single,sometimes,school_bus,5 - 10
19038,female,group D,associate's degree,free/reduced,completed,60,74,78,married,regularly,private,5 - 10
19039,female,group A,bachelor's degree,free/reduced,completed,55,68,66,single,sometimes,private,5 - 10
19040,female,group A,bachelor's degree,free/reduced,none,63,65,67,married,sometimes,private,5 - 10
19041,female,group C,some college,free/reduced,none,73,83,78,married,sometimes,private,> 10
19042,female,group B,bachelor's degree,free/reduced,none,63,57,68,divorced,never,private,5 - 10
19043,male,group D,associate's degree,free/reduced,none,84,77,76,married,sometimes,school_bus,5 - 10
19044,male,group E,some college,standard,none,100,97,90,single,sometimes,school_bus,5 - 10
19045,male,group D,some college,standard,none,71,69,62,married,never,private,5 - 10
19046,male,group D,high school,standard,none,90,79,80,married,never,school_bus,> 10
19047,female,group C,some high school,free/reduced,none,52,67,64,single,sometimes,school_bus,< 5
19048,male,group B,high school,standard,none,59,54,54,married,sometimes,school_bus,5 - 10
19049,female,group C,bachelor's degree,free/reduced,none,49,65,64,married,sometimes,school_bus,< 5
19050,female,group B,bachelor's degree,standard,none,80,77,76,single,regularly,private,> 10
19051,female,group A,some high school,standard,none,47,54,48,married,never,private,5 - 10
19052,male,group A,some high school,standard,completed,81,74,74,not specified,sometimes,school_bus,5 - 10
19053,female,group D,high school,free/reduced,none,69,80,75,married,never,school_bus,> 10
19054,female,group C,some high school,free/reduced,completed,45,56,56,single,sometimes,school_bus,< 5
19055,female,group B,associate's degree,standard,completed,75,83,87,married,regularly,school_bus,> 10
19056,male,group D,some high school,standard,none,71,69,64,married,sometimes,school_bus,> 10
19057,female,group D,some high school,free/reduced,none,48,55,56,single,never,private,5 - 10
19058,male,group C,high school,standard,completed,67,60,60,single,never,school_bus,< 5
19059,male,group B,some high school,free/reduced,completed,63,64,59,married,regularly,private,5 - 10
19060,male,group C,some high school,standard,completed,69,68,60,widowed,sometimes,school_bus,5 - 10
19061,male,group C,some college,free/reduced,none,52,47,43,married,sometimes,school_bus,5 - 10
19062,male,group C,some high school,standard,completed,68,68,61,single,sometimes,private,> 10
19063,female,group C,some college,standard,none,46,60,63,divorced,regularly,private,5 - 10
19064,male,group A,some college,standard,completed,63,55,56,divorced,regularly,school_bus,5 - 10
19065,female,group C,some college,standard,completed,76,89,85,single,sometimes,school_bus,5 - 10
19066,male,group C,associate's degree,free/reduced,completed,77,68,69,married,sometimes,private,5 - 10
19067,female,group E,associate's degree,free/reduced,completed,81,90,92,married,never,walking,5 - 10
19068,female,group A,high school,standard,completed,71,81,77,married,regularly,school_bus,5 - 10
19069,male,group C,associate's degree,standard,none,73,71,65,married,never,walking,< 5
19070,female,group E,some college,standard,completed,81,75,81,divorced,sometimes,school_bus,< 5
19071,female,group B,some high school,standard,none,49,59,61,single,never,school_bus,5 - 10
19072,female,group B,some high school,standard,completed,82,86,84,married,never,school_bus,< 5
19073,female,group C,high school,free/reduced,none,55,70,64,married,sometimes,school_bus,< 5
19074,male,group E,associate's degree,standard,none,97,80,77,married,regularly,private,5 - 10
19075,male,group C,some high school,standard,completed,61,70,65,married,regularly,school_bus,< 5
19076,female,group D,bachelor's degree,standard,none,63,59,68,married,regularly,private,< 5
19077,female,group E,bachelor's degree,standard,none,74,68,67,married,never,private,< 5
19078,female,group C,some college,free/reduced,none,62,74,73,married,regularly,private,< 5
19079,female,group B,associate's degree,standard,completed,50,59,66,married,never,school_bus,< 5
19080,male,group B,bachelor's degree,standard,none,56,56,48,married,regularly,school_bus,5 - 10
19081,female,group C,bachelor's degree,standard,none,68,72,77,married,sometimes,walking,> 10
19082,female,group B,associate's degree,standard,completed,84,97,93,married,regularly,school_bus,< 5
19083,female,group C,some college,free/reduced,none,59,74,75,married,regularly,school_bus,5 - 10
19084,female,group D,some high school,free/reduced,completed,52,68,73,married,sometimes,school_bus,< 5
19085,male,group B,some college,standard,completed,54,52,53,married,regularly,school_bus,< 5
19086,female,group A,master's degree,free/reduced,completed,74,96,86,married,sometimes,school_bus,5 - 10
19087,female,group C,bachelor's degree,standard,none,62,89,81,divorced,sometimes,private,5 - 10
19088,female,group D,some college,free/reduced,none,67,83,80,married,sometimes,school_bus,5 - 10
19089,male,group C,high school,free/reduced,none,40,39,35,married,sometimes,walking,> 10
19090,male,group E,high school,standard,completed,94,89,90,single,sometimes,private,> 10
19091,male,group D,bachelor's degree,standard,none,90,88,82,married,never,private,> 10
19092,male,group C,bachelor's degree,standard,none,70,67,63,married,regularly,school_bus,5 - 10
19093,male,group C,some high school,free/reduced,completed,62,71,70,divorced,sometimes,private,5 - 10
19094,female,group D,associate's degree,free/reduced,none,53,59,65,married,regularly,private,< 5
19095,female,group D,bachelor's degree,standard,completed,72,90,92,widowed,sometimes,school_bus,5 - 10
19096,male,group B,some college,standard,none,83,85,84,married,never,school_bus,> 10
19097,female,group C,some high school,standard,completed,57,77,76,married,sometimes,private,5 - 10
19098,female,group D,associate's degree,standard,none,75,75,77,married,sometimes,private,5 - 10
19099,female,group D,bachelor's degree,standard,none,69,87,83,married,regularly,school_bus,5 - 10
19100,female,group D,bachelor's degree,standard,completed,100,100,100,married,regularly,private,< 5
19101,female,group C,high school,free/reduced,none,60,71,67,widowed,sometimes,school_bus,> 10
19102,female,group B,bachelor's degree,standard,none,82,95,91,single,regularly,private,< 5
19103,female,group C,master's degree,free/reduced,none,32,44,41,married,sometimes,school_bus,< 5
19104,male,group B,some high school,standard,none,69,66,53,divorced,never,school_bus,5 - 10
19105,male,group C,some high school,standard,none,84,78,70,single,regularly,walking,> 10
19106,male,group E,some college,standard,none,95,81,78,married,sometimes,private,< 5
19107,female,group C,some college,free/reduced,none,54,69,67,married,never,private,5 - 10
19108,male,group E,bachelor's degree,free/reduced,none,78,66,67,single,sometimes,private,5 - 10
19109,female,group A,some college,standard,none,75,90,88,married,regularly,walking,5 - 10
19110,female,group D,high school,standard,completed,51,66,69,divorced,regularly,private,5 - 10
19111,male,group B,some high school,standard,none,52,59,51,single,regularly,private,5 - 10
19112,male,group A,some college,standard,none,67,70,62,single,regularly,private,< 5
19113,female,group D,some college,standard,none,78,85,91,single,sometimes,school_bus,5 - 10
19114,female,group C,associate's degree,standard,none,78,87,91,married,sometimes,private,< 5
19115,male,group C,some college,standard,completed,57,60,60,divorced,sometimes,private,5 - 10
19116,male,group E,some college,free/reduced,none,62,54,47,widowed,sometimes,school_bus,5 - 10
19117,female,group E,some college,standard,none,75,70,73,married,never,private,5 - 10
19118,male,group B,some high school,free/reduced,none,61,64,56,married,sometimes,school_bus,> 10
19119,female,group B,high school,free/reduced,none,52,62,64,single,sometimes,private,> 10
19120,female,group E,some college,standard,none,73,75,75,divorced,sometimes,private,> 10
19121,male,group D,high school,free/reduced,none,64,63,64,married,sometimes,walking,> 10
19122,male,group C,bachelor's degree,standard,completed,76,69,74,married,never,school_bus,5 - 10
19123,male,group C,some college,free/reduced,none,56,55,50,married,regularly,school_bus,> 10
19124,male,group D,some college,standard,completed,62,55,62,divorced,regularly,school_bus,> 10
19125,male,group C,some high school,free/reduced,none,39,37,31,divorced,sometimes,private,5 - 10
19126,male,group B,high school,standard,none,74,57,58,divorced,sometimes,walking,< 5
19127,female,group B,some high school,standard,completed,54,52,58,married,sometimes,school_bus,5 - 10
19128,female,group B,bachelor's degree,standard,none,80,81,82,divorced,sometimes,private,5 - 10
19129,female,group B,high school,standard,completed,71,82,80,married,never,private,< 5
19130,female,group E,some high school,standard,completed,80,88,93,married,sometimes,school_bus,> 10
19131,female,group B,associate's degree,standard,completed,66,86,84,married,sometimes,private,5 - 10
19132,female,group B,bachelor's degree,free/reduced,none,69,82,75,married,sometimes,private,5 - 10
19133,female,group C,high school,free/reduced,none,59,74,74,divorced,sometimes,walking,5 - 10
19134,female,group B,associate's degree,standard,none,61,73,65,married,regularly,school_bus,< 5
19135,female,group C,some college,standard,none,52,51,57,married,sometimes,school_bus,< 5
